idx,tt_abstract,tt_add,tt_add_assign,tt_and,tt_assign,tt_at,tt_bang,tt_bitand,tt_bitor,tt_boolean,tt_break,tt_byte,tt_caret,tt_case,tt_catch,tt_charliteral,tt_class,tt_colon,tt_comma,tt_dec,tt_default,tt_div,tt_div_assign,tt_dot,tt_double,tt_ellipsis,tt_else,tt_enum,tt_equal,tt_extends,tt_false,tt_final,tt_finally,tt_float,tt_floatliteral,tt_for,tt_ge,tt_gt,tt_identifier,tt_if,tt_implements,tt_import,tt_inc,tt_instanceof,tt_int,tt_intliteral,tt_lbrace,tt_lbrack,tt_le,tt_long,tt_lparen,tt_lshift,tt_lshift_assign,tt_lt,tt_mod,tt_mod_assign,tt_mul,tt_mul_assign,tt_multicomment,tt_new,tt_notequal,tt_nullliteral,tt_or,tt_package,tt_private,tt_public,tt_question,tt_rbrace,tt_rbrack,tt_return,tt_rparen,tt_rshift,tt_rshift_assign,tt_semi,tt_singlecomment,tt_static,tt_stringliteral,tt_sub,tt_sub_assign,tt_switch,tt_this,tt_throw,tt_throws,tt_tilde,tt_true,tt_try,tt_ushift,tt_void,tt_while,tv_abstract,tv_add,tv_add_assign,tv_and,tv_assign,tv_at,tv_bang,tv_bitand,tv_bitor,tv_boolean,tv_break,tv_byte,tv_caret,tv_case,tv_catch,tv_charliteral,tv_class,tv_colon,tv_comma,tv_dec,tv_default,tv_div,tv_div_assign,tv_dot,tv_double,tv_ellipsis,tv_else,tv_enum,tv_equal,tv_extends,tv_false,tv_final,tv_finally,tv_float,tv_floatliteral,tv_for,tv_ge,tv_gt,tv_identifier,tv_if,tv_implements,tv_import,tv_inc,tv_instanceof,tv_int,tv_intliteral,tv_lbrace,tv_lbrack,tv_le,tv_long,tv_lparen,tv_lshift,tv_lshift_assign,tv_lt,tv_mod,tv_mod_assign,tv_mul,tv_mul_assign,tv_multicomment,tv_new,tv_notequal,tv_nullliteral,tv_or,tv_package,tv_private,tv_public,tv_question,tv_rbrace,tv_rbrack,tv_return,tv_rparen,tv_rshift,tv_rshift_assign,tv_semi,tv_singlecomment,tv_static,tv_stringliteral,tv_sub,tv_sub_assign,tv_switch,tv_this,tv_throw,tv_throws,tv_tilde,tv_true,tv_try,tv_ushift,tv_void,tv_while,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490023307,0,0,0,0,0.189661535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24804072,0,0,0,0,0,0,0,0,0,0,0,0.236972571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235988008,0,0,0.065495055,0,0,0.739084245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.326901548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420607768,0,0,0,0,0,0,0.39882309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316779988,0.417266965,0,0,0,0,0,0,0.193581611,0,0,0,0,0.249154719,0,0,0.320343926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248119542,0,0,0.137723973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517656782,0,0,0,0,0,0,0.245422806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389872279,0.385158854,0,0,0,0,0,0,0,0,0,0,0,0.306643481,0,0,0.394258543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305369452,0,0,0.16950174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0.36221719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529386791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428745259,0,0,0,0,0,0,0,0,0,0.579642887,0,0.085336178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084981628,0,0,0.094341681,0,0,0.212921267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318934325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39219425,0.258301836,0,0,0,0,0,0,0,0.270217948,0,0,0,0.154234882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559673224,0,0,0.307188148,0,0,0.170511246,0,0,0,0.379823417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73510162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294768459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610522042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509300246,0,0,0,0,0,0,0,0,0,0,0,0.292827646,0.282713218,0,0,0,0,0,0,0.204224347,0.344529731,0,0,0.116567084,0,0,0.299745936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422987812,0.344529731,0,0.116082776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589942848,0,0.394438766,0,0,0,0,0,0,0,0,0,0.113064659,0.327478029,0,0,0,0,0,0.209815207,0.236561231,0,0,0,0.135024316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489963704,0,0,0.134463323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544798806,0,0,0,0,0,0,0,0,0,0,0.317071209,0.104412641,0.302418514,0,0,0,0,0,0.193759573,0.218458918,0,0,0,0.124691886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45247034,0,0,0.124173821,0,0,0,0.423482548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544798806,0,0,0,0,0,0,0,0,0,0,0.317071209,0.104412641,0.302418514,0,0,0,0,0,0.193759573,0.218458918,0,0,0,0.124691886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45247034,0,0,0.124173821,0,0,0,0.423482548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46719859,0,0.312371335,0,0,0,0,0,0,0,0,0,0.358161129,0.259342535,0,0,0,0,0,0,0.187342001,0,0,0,0.213861971,0,0,0,0,0,0,0,0,0,0,0,0.46028204,0,0,0,0,0.388021233,0,0,0.212973426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0.380195588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143377956,0,0,0.391353445,0,0,0,0,0,0,0,0,0,0,0,0.450025732,0.217240798,0,0,0,0,0,0,0.15692885,0.264741473,0.30420653,0,0.08957178,0,0,0.230328977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325029762,0.264741473,0,0.089199632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565008726,0,0,0,0,0,0,0,0,0,0,0,0.21657189,0.313637066,0,0,0,0,0,0,0.226562895,0,0,0,0.12931747,0,0,0,0,0,0,0,0,0,0.480265534,0,0,0,0,0,0,0.469255232,0,0,0.128780188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205612635,0,0,0.561224441,0,0.375237494,0,0,0,0,0,0,0,0,0,0.32268202,0.311536405,0,0,0,0,0,0,0.225045435,0,0,0,0.128451335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46611228,0,0,0.127917651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822039619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247582232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512790312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387439512,0.127585166,0,0,0,0,0,0,0.236761057,0,0,0,0,0.152365027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552888067,0,0,0.151731988,0,0,0.168444065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630286075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387439512,0.127585166,0,0,0,0,0,0,0.236761057,0,0,0,0,0.152365027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552888067,0,0,0.151731988,0,0,0.168444065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630286075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211336384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331664692,0,0,0,0,0,0,0.205157818,0,0,0,0,0.264054207,0,0,0.339500538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479087697,0,0,0.262957126,0,0,0.145959886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546154498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767416144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234125758,0,0,0,0,0,0,0,0.244926568,0,0,0,0.139799079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507289921,0,0,0.139218248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73510162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294768459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610522042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0.283942146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519618299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453040366,0,0,0,0,0,0,0,0,0,0,0,0.43282466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43102638,0,0,0,0,0,0,0.266471726,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534855777,0.52838955,0,0,0,0,0,0,0,0,0,0,0,0.210338162,0,0,0.54087318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209464258,0,0,0.232535089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437240566,0.719924123,0,0,0,0,0,0,0,0,0,0,0,0.171949862,0,0,0.442159747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171235452,0,0,0.190095682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0.25957775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279775463,0,0,0,0,0.216571918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679762351,0,0,0,0,0,0,0,0,0,0,0,0.135297872,0.535287467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134735743,0,0,0.149575818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227045757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475091319,0,0,0,0,0,0,0,0,0,0,0,0.14184114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141251825,0,0.652701214,0.156809595,0.481725391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.433175748,0,0,0,0,0,0,0.300251639,0,0,0,0,0,0,0,0,0.2967002,0,0,0,0,0,0,0,0,0,0,0,0,0.383952613,0,0,0,0,0,0,0,0,0.367929463,0,0,0,0,0,0,0,0.15396119,0,0,0,0,0,0,0.451946513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351319396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0.745877777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474962468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380118802,0,0,0,0,0,0,0,0,0,0,0,0.151315427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150686748,0,0,0.167283701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.376395629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315797554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255761395,0,0,0,0,0,0,0,0,0,0,0.821246039,0.076358979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076041726,0,0,0.08441712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.652727053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273820405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665293519,0,0,0,0,0,0,0,0,0,0,0,0.132418039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131867874,0,0,0.146392077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.640816754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268824009,0,0,0,0,0,0.408061369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544294933,0,0,0,0,0,0,0,0,0,0,0,0.130001809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129461684,0,0,0.143720863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0.318771844,0,0,0,0,0,0,0,0,0,0.281427443,0,0,0,0,0,0,0,0,0,0,0.272547276,0,0,0,0,0,0,0,0,0,0.156249677,0,0,0,0,0,0,0.579908146,0,0,0,0,0.186596819,0,0,0,0,0,0,0.473641017,0,0,0,0,0,0,0,0,0.282614779,0,0,0,0.185821555,0,0,0.103144164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,0,0,0,0,0,0,0,0.339159469,0,0,0,0,0,0,0,0,0,0.299426639,0,0,0,0,0,0,0,0,0,0,0.289978526,0,0,0,0,0,0,0,0,0,0.249364357,0,0,0,0,0,0,0.462747907,0,0,0,0,0.198530953,0,0,0,0,0,0,0.503933576,0,0,0,0,0,0,0,0,0.300689913,0,0,0,0.197706106,0,0,0.109740934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
