idx,tt_abstract,tt_add,tt_add_assign,tt_and,tt_assign,tt_at,tt_bang,tt_bitand,tt_bitor,tt_boolean,tt_break,tt_byte,tt_caret,tt_case,tt_catch,tt_charliteral,tt_class,tt_colon,tt_comma,tt_dec,tt_default,tt_div,tt_div_assign,tt_dot,tt_double,tt_ellipsis,tt_else,tt_enum,tt_equal,tt_extends,tt_false,tt_final,tt_finally,tt_float,tt_floatliteral,tt_for,tt_ge,tt_gt,tt_identifier,tt_if,tt_implements,tt_import,tt_inc,tt_instanceof,tt_int,tt_intliteral,tt_lbrace,tt_lbrack,tt_le,tt_long,tt_lparen,tt_lshift,tt_lshift_assign,tt_lt,tt_mod,tt_mod_assign,tt_mul,tt_mul_assign,tt_multicomment,tt_new,tt_notequal,tt_nullliteral,tt_or,tt_package,tt_private,tt_public,tt_question,tt_rbrace,tt_rbrack,tt_return,tt_rparen,tt_rshift,tt_rshift_assign,tt_semi,tt_singlecomment,tt_static,tt_stringliteral,tt_sub,tt_sub_assign,tt_switch,tt_this,tt_throw,tt_throws,tt_tilde,tt_true,tt_try,tt_ushift,tt_void,tt_while,tv_abstract,tv_add,tv_add_assign,tv_and,tv_assign,tv_at,tv_bang,tv_bitand,tv_bitor,tv_boolean,tv_break,tv_byte,tv_caret,tv_case,tv_catch,tv_charliteral,tv_class,tv_colon,tv_comma,tv_dec,tv_default,tv_div,tv_div_assign,tv_dot,tv_double,tv_ellipsis,tv_else,tv_enum,tv_equal,tv_extends,tv_false,tv_final,tv_finally,tv_float,tv_floatliteral,tv_for,tv_ge,tv_gt,tv_identifier,tv_if,tv_implements,tv_import,tv_inc,tv_instanceof,tv_int,tv_intliteral,tv_lbrace,tv_lbrack,tv_le,tv_long,tv_lparen,tv_lshift,tv_lshift_assign,tv_lt,tv_mod,tv_mod_assign,tv_mul,tv_mul_assign,tv_multicomment,tv_new,tv_notequal,tv_nullliteral,tv_or,tv_package,tv_private,tv_public,tv_question,tv_rbrace,tv_rbrack,tv_return,tv_rparen,tv_rshift,tv_rshift_assign,tv_semi,tv_singlecomment,tv_static,tv_stringliteral,tv_sub,tv_sub_assign,tv_switch,tv_this,tv_throw,tv_throws,tv_tilde,tv_true,tv_try,tv_ushift,tv_void,tv_while,label
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791135957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350880571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444225984,0,0,0,0.231624692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0.337636309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514899505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592582563,0,0,0,0,0,0,0.199938424,0,0,0,0,0.321670547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136405165,0.320334084,0,0,0.07112327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
795,0,0.276048732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505173235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616624578,0,0,0,0,0,0,0.163468048,0,0,0,0,0.315594304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223047533,0.314283086,0,0,0.116299627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777950751,0,0,0,0,0.150551343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551297963,0,0,0,0,0,0,0,0,0,0,0,0.094053174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199417368,0.093662406,0,0,0.103978579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5296012,0,0,0,0,0.409959997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536148633,0,0,0,0,0,0,0.198987266,0,0,0,0,0.256112222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271512502,0.255048139,0,0,0.141569836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521667711,0,0,0,0,0.134606249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563324867,0,0,0,0,0,0,0,0,0,0,0,0.168183754,0,0,0,0,0,0.287315966,0,0.461615801,0,0,0,0,0,0,0,0,0,0,0.178296808,0.167484991,0,0,0.092966069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533366684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651038066,0,0,0,0,0,0,0,0,0,0,0,0.333207453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235495697,0.331823058,0,0,0.122790247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197625516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500400401,0,0,0,0.260914699,0.801540463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442656886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463127887,0,0,0,0,0,0,0,0,0,0,0,0.276538783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586334664,0.275389832,0,0,0.305721842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254505104,0,0,0,0,0,0,0.472287643,0,0,0,0,0.303935624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644423145,0.302672846,0,0,0.336009864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298740723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312556213,0,0,0,0,0,0,0.580013661,0,0,0,0,0.373261542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395706126,0.371710732,0,0,0.206325863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254505104,0,0,0,0,0,0,0.472287643,0,0,0,0,0.303935624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644423145,0.302672846,0,0,0.336009864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
805,0,0.484815607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464124914,0,0,0,0,0,0,0.287093734,0,0,0,0,0.369512158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391731288,0.367976925,0,0,0.204253336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602899057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267394704,0,0,0,0,0,0,0.248103501,0,0,0,0,0.31932867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338530217,0.318001937,0,0,0.176513667,0,0,0,0.393194148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602899057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267394704,0,0,0,0,0,0,0.248103501,0,0,0,0,0.31932867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338530217,0.318001937,0,0,0.176513667,0,0,0,0.393194148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254505104,0,0,0,0,0,0,0.472287643,0,0,0,0,0.303935624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644423145,0.302672846,0,0,0.336009864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320320062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502700257,0,0,0,0,0,0,0.310955283,0,0,0,0,0.400223844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424289697,0.398561011,0,0,0.221229676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480783471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503017666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636836395,0,0,0,0.332054043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330510315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836873184,0,0,0,0.436355595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442656886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463127887,0,0,0,0,0,0,0,0,0,0,0,0.276538783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586334664,0.275389832,0,0,0.305721842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289034277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453601327,0,0,0,0,0,0,0.280584159,0,0,0,0,0.180566912,0,0,0,0,0,0.61694136,0,0,0,0,0,0,0,0,0,0,0,0,0.382849157,0.179816701,0,0,0.199622087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483437316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587296834,0,0,0,0,0,0,0,0,0,0,0,0.233787623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495691005,0.232816292,0,0,0.258459164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0.661851838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211201897,0,0,0,0,0,0,0.391929453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534776664,0,0,0,0.27883889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597400786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397434209,0,0,0,0,0,0,0,0,0,0,0,0.158208241,0,0,0,0,0,0.540548685,0,0,0,0,0,0,0,0,0,0,0,0,0.335442916,0.157550924,0,0,0.174903911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0.6530646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279182401,0,0,0,0,0,0,0,0,0.243018339,0.240080329,0,0,0,0,0,0,0.445519446,0,0,0,0,0.191139493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202632898,0.190345355,0,0,0.105655194,0,0,0,0.235352905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0.6530646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279182401,0,0,0,0,0,0,0,0,0.243018339,0.240080329,0,0,0,0,0,0,0.445519446,0,0,0,0,0.191139493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202632898,0.190345355,0,0,0.105655194,0,0,0,0.235352905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
819,0,0,0,0,0,0,0,0.6530646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279182401,0,0,0,0,0,0,0,0,0.243018339,0.240080329,0,0,0,0,0,0,0.445519446,0,0,0,0,0.191139493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202632898,0.190345355,0,0,0.105655194,0,0,0,0.235352905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
820,0,0,0,0,0,0,0,0.6530646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279182401,0,0,0,0,0,0,0,0,0.243018339,0.240080329,0,0,0,0,0,0,0.445519446,0,0,0,0,0.191139493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202632898,0.190345355,0,0,0.105655194,0,0,0,0.235352905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446053128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350010894,0,0,0,0,0,0,0.216506228,0,0,0.473197828,0.374626593,0.13933025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295416631,0.138751367,0,0,0.154033732,0,0,0,0.343118826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
822,0,0,0,0.386374934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437124863,0,0,0,0,0.265913682,0,0,0,0,0,0,0,0,0.231468392,0.457340032,0,0,0,0,0,0,0.28289681,0,0,0,0,0.273082791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193002352,0.271948199,0,0,0.100633713,0,0,0,0.224167273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0.386374934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437124863,0,0,0,0,0.265913682,0,0,0,0,0,0,0,0,0.231468392,0.457340032,0,0,0,0,0,0,0.28289681,0,0,0,0,0.273082791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193002352,0.271948199,0,0,0.100633713,0,0,0,0.224167273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283904177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574828141,0,0,0,0,0,0,0,0,0.405792391,0,0,0.137294496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405792391,0.291100298,0.136724071,0,0,0.151783145,0,0,0,0.338105516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330510315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836873184,0,0,0,0.436355595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
